image_path,file_name,stem,extension,parent,view,numeric_tokens,size_kb,token_match_found
experiments/traqid_pretraining_v1/data/raw/traqid/front/10037.png,10037.png,10037,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10037,21.078125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10038.png,10038.png,10038,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10038,25.25,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10039.png,10039.png,10039,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10039,21.955078125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1004.png,1004.png,1004,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1004,20.662109375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10040.png,10040.png,10040,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10040,20.2421875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10041.png,10041.png,10041,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10041,19.6201171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10042.png,10042.png,10042,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10042,18.3134765625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10043.png,10043.png,10043,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10043,18.45703125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10044.png,10044.png,10044,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10044,22.826171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10045.png,10045.png,10045,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10045,24.158203125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10046.png,10046.png,10046,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10046,20.7607421875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10047.png,10047.png,10047,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10047,20.2626953125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10048.png,10048.png,10048,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10048,21.4638671875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10049.png,10049.png,10049,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10049,21.193359375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1005.png,1005.png,1005,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1005,23.556640625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10050.png,10050.png,10050,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10050,20.84375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10051.png,10051.png,10051,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10051,21.7099609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10052.png,10052.png,10052,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10052,26.591796875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10053.png,10053.png,10053,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10053,19.5927734375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10054.png,10054.png,10054,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10054,21.9423828125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10055.png,10055.png,10055,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10055,24.1591796875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10056.png,10056.png,10056,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10056,25.58984375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10057.png,10057.png,10057,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10057,21.8310546875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10058.png,10058.png,10058,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10058,22.7861328125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10059.png,10059.png,10059,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10059,21.5634765625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1006.png,1006.png,1006,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1006,18.92578125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10060.png,10060.png,10060,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10060,21.7685546875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10061.png,10061.png,10061,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10061,21.5576171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10062.png,10062.png,10062,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10062,21.806640625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10063.png,10063.png,10063,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10063,22.4560546875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10064.png,10064.png,10064,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10064,20.9892578125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10065.png,10065.png,10065,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10065,21.8974609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10066.png,10066.png,10066,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10066,20.5556640625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10067.png,10067.png,10067,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10067,20.50390625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10068.png,10068.png,10068,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10068,23.24609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10069.png,10069.png,10069,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10069,21.2421875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1007.png,1007.png,1007,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1007,23.041015625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10070.png,10070.png,10070,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10070,22.798828125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10071.png,10071.png,10071,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10071,22.4345703125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10072.png,10072.png,10072,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10072,21.9384765625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10073.png,10073.png,10073,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10073,18.732421875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10074.png,10074.png,10074,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10074,15.62109375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10075.png,10075.png,10075,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10075,15.2783203125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10076.png,10076.png,10076,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10076,16.4482421875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10077.png,10077.png,10077,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10077,18.779296875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10078.png,10078.png,10078,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10078,18.935546875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10079.png,10079.png,10079,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10079,19.5771484375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1008.png,1008.png,1008,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1008,16.5966796875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10080.png,10080.png,10080,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10080,22.8740234375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10081.png,10081.png,10081,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10081,23.6005859375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10082.png,10082.png,10082,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10082,27.19921875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10083.png,10083.png,10083,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10083,25.9990234375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10084.png,10084.png,10084,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10084,27.791015625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10085.png,10085.png,10085,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10085,25.498046875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10086.png,10086.png,10086,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10086,23.0234375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10087.png,10087.png,10087,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10087,22.6142578125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10088.png,10088.png,10088,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10088,20.0859375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10089.png,10089.png,10089,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10089,18.3818359375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1009.png,1009.png,1009,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1009,23.1572265625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10090.png,10090.png,10090,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10090,19.7724609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10091.png,10091.png,10091,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10091,16.4833984375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10092.png,10092.png,10092,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10092,16.8876953125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10093.png,10093.png,10093,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10093,19.0439453125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10094.png,10094.png,10094,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10094,19.349609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10095.png,10095.png,10095,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10095,17.513671875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10096.png,10096.png,10096,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10096,15.3076171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10097.png,10097.png,10097,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10097,15.064453125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10098.png,10098.png,10098,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10098,14.6669921875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10099.png,10099.png,10099,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10099,13.1826171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/101.png,101.png,101,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,101,29.8798828125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1010.png,1010.png,1010,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1010,23.4013671875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10100.png,10100.png,10100,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10100,17.1728515625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10101.png,10101.png,10101,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10101,15.4921875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10102.png,10102.png,10102,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10102,20.048828125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10103.png,10103.png,10103,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10103,15.474609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10104.png,10104.png,10104,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10104,17.583984375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10105.png,10105.png,10105,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10105,20.1123046875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10106.png,10106.png,10106,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10106,15.626953125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10107.png,10107.png,10107,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10107,17.5283203125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10108.png,10108.png,10108,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10108,17.9873046875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10109.png,10109.png,10109,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10109,21.154296875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1011.png,1011.png,1011,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1011,25.828125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10110.png,10110.png,10110,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10110,20.1748046875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10111.png,10111.png,10111,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10111,21.603515625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10112.png,10112.png,10112,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10112,22.875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10113.png,10113.png,10113,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10113,21.3115234375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10114.png,10114.png,10114,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10114,23.2294921875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10115.png,10115.png,10115,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10115,20.880859375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10116.png,10116.png,10116,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10116,22.1318359375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10117.png,10117.png,10117,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10117,22.873046875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10118.png,10118.png,10118,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10118,21.5263671875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10119.png,10119.png,10119,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10119,21.4296875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1012.png,1012.png,1012,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1012,30.4658203125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10120.png,10120.png,10120,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10120,20.8369140625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10121.png,10121.png,10121,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10121,20.974609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10122.png,10122.png,10122,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10122,20.4736328125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10123.png,10123.png,10123,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10123,25.0869140625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10124.png,10124.png,10124,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10124,23.166015625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10125.png,10125.png,10125,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10125,24.2265625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10126.png,10126.png,10126,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10126,24.759765625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10127.png,10127.png,10127,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10127,25.8828125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10128.png,10128.png,10128,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10128,26.4326171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10129.png,10129.png,10129,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10129,24.9697265625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1013.png,1013.png,1013,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1013,22.1630859375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10130.png,10130.png,10130,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10130,27.37890625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10131.png,10131.png,10131,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10131,29.0869140625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10132.png,10132.png,10132,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10132,24.1474609375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10133.png,10133.png,10133,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10133,22.9228515625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10134.png,10134.png,10134,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10134,24.533203125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10135.png,10135.png,10135,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10135,26.47265625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10136.png,10136.png,10136,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10136,26.021484375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10137.png,10137.png,10137,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10137,26.46484375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10138.png,10138.png,10138,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10138,24.361328125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10139.png,10139.png,10139,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10139,20.341796875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/1014.png,1014.png,1014,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,1014,21.2509765625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10140.png,10140.png,10140,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10140,22.875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10141.png,10141.png,10141,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10141,19.0078125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10142.png,10142.png,10142,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10142,17.0791015625,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10143.png,10143.png,10143,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10143,21.1171875,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10144.png,10144.png,10144,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10144,22.1376953125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10145.png,10145.png,10145,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10145,22.376953125,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10146.png,10146.png,10146,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10146,20.7255859375,True
experiments/traqid_pretraining_v1/data/raw/traqid/front/10147.png,10147.png,10147,.png,experiments/traqid_pretraining_v1/data/raw/traqid/front,front,10147,22.4072265625,True
