date,rows,start_time,end_time,unique_timestamps,PM2.5_mean,PM2.5_std,PM2.5_min,PM2.5_p25,PM2.5_median,PM2.5_p75,PM2.5_max,PM10_mean,PM10_std,PM10_min,PM10_p25,PM10_median,PM10_p75,PM10_max,aqi_mean,aqi_std,aqi_min,aqi_p25,aqi_median,aqi_p75,aqi_max,Day_or_Night_Night,Season_Monsoon,Temperature_mean,Temperature_min,Temperature_max,Humidity_mean,Humidity_min,Humidity_max,Day_or_Night_Day,Season_Winter,Season_Summer
2023-12-21,708,2023-12-21 09:00:20,2023-12-21 11:35:53,708,134.27242966167404,35.72793236376336,79.0481387365724,109.519932025322,123.95736991507201,149.116968224072,298.314676766511,331.1000610680106,80.0961325855028,151.725270808424,269.674564478424,312.221403878424,376.10073808307425,654.959808741291,317.3762431074637,70.77896191086053,163.493795788575,270.389498448575,307.3560586723635,337.870455807842,578.67372608553,,,29.729745762711865,23.21,37.73,24.50607733050848,15.60254,33.67969,708.0,708.0,
2023-12-22,736,2023-12-22 09:15:02,2023-12-22 11:00:56,736,129.1250346145501,20.91305068715375,99.9058368165724,115.777241449322,124.935074512572,137.351922900822,286.973316471572,351.30200012485403,63.649018783244095,250.764858078424,307.493977278424,336.567650868424,382.0691200748575,658.032683305557,324.5989456225267,60.89472989835501,233.019456055241,289.509055021908,308.614503832793,340.603499310967,587.242216344446,,,30.439116847826085,24.0,38.31,23.503906141304345,14.24219,34.62305,736.0,736.0,
2023-12-23,436,2023-12-23 06:20:57,2023-12-23 09:39:57,436,242.0841182808796,31.708820565624514,48.4133946815724,224.3676353373375,246.2356183910415,261.292275710572,324.908254854572,577.9716289418419,71.03111252343032,87.6686403784241,545.8744694927072,581.2119892369906,636.6410661219904,669.851249805557,538.6159519879567,53.41365572631803,87.6686403784241,540.0,550.950047405265,560.0,599.947116239114,,,24.174564220183488,14.45,32.67,50.79401043577981,30.36035,76.16699,436.0,436.0,
2023-12-29,409,2023-12-29 15:28:48,2023-12-29 17:06:55,409,100.87955728775809,22.21613588221157,77.7445326065724,88.0430210335724,94.3003304575724,106.423867466572,238.479168435572,269.73640280148703,95.85785488032369,160.943752678424,209.872617988424,240.600890888424,283.856844278424,659.450864011291,254.98664441029985,92.78311535969478,159.148442021908,194.780342908575,219.983394755241,282.121953618575,587.53765096053,,,30.783422982885085,27.81,34.34,30.875835721271393,24.81641,37.26465,409.0,409.0,
2024-03-01,1090,2024-03-01 17:25:00,2024-03-01 20:04:00,160,57.394044936366974,15.096223048655128,35.50769399,48.67411591,53.692999505,61.57981659,186.8563527,161.63400035018347,39.8683788299521,88.85049703,135.001999225,154.7980981,180.03073757500002,369.1868944,144.27839498348624,35.204714478133745,88.85049703,123.33466612500001,136.62112435,154.141729475,351.4279636,857.0,,32.062963302752294,30.57,33.64,27.587417541284406,19.76172,33.20117,233.0,,1090.0
2024-03-02,1260,2024-03-02 17:01:00,2024-03-02 20:09:00,189,57.50801321403174,21.247334105817714,34.72553032,47.631231,53.10637675,61.44945598,325.2993497,212.17948949535716,90.5192554938775,74.90458856,153.79351995000002,187.5355273,242.964604225,668.1966269,184.35000957051588,83.0071079547981,74.90458856,136.0199275,158.67217995,198.185587325,596.1061412,857.0,,33.21762698412698,30.75,36.34,24.84129485714286,17.8291,32.18555,403.0,,1260.0
2024-03-03,1939,2024-03-03 12:15:00,2024-03-03 17:46:00,292,87.93847711998453,45.755134371208555,38.50598809,61.97089843,73.31227176,95.92983812,339.1175617,232.36214919717895,111.34873422076535,85.06855575,155.2708408,198.9995368,271.68372075,669.1420885,215.9670319129087,107.42602175607222,85.06855575,138.57415765000002,179.0789048,264.3273745,598.1743608,,,39.397168643630735,34.39,52.89,19.07811001547189,9.4082,26.2793,1939.0,,1939.0
2024-03-06,1612,2024-03-06 16:11:00,2024-03-06 20:08:00,236,78.50639816671216,38.218792752827625,37.20238196,54.14926165,64.18702885,87.9452505725,325.4296973,211.535722044268,90.61577427491154,73.24998925,153.8526128,182.2171724,238.76901305,652.5960954,192.08577093434246,88.46959488502797,73.24998925,136.2169036,156.2296762,217.211226625,597.583462,888.0,,35.32889578163771,31.68,40.07,24.442016885856077,14.99414,31.75488,724.0,,1612.0
2024-07-05,2118,2024-07-05 09:12:00,2024-07-05 17:59:50,2118,29.21108668690798,20.75730540480573,14.5249339597516,19.9242472417516,23.7152544397516,29.9187207637516,248.878094711851,72.90282912767444,14.501832366398709,56.2659231151348,65.1220309001348,69.3420554151348,75.4046258451348,189.820789413831,77.73930329581873,36.69580678475554,56.2659231151348,65.1220309001348,69.3420554151348,75.5829367401348,399.136995932193,,2118.0,29.676224321040827,-60.25,42.81,58.64520690045167,18.90918,64.829807331454,2118.0,,
2024-07-09,1750,2024-07-09 09:24:05,2024-07-09 17:59:50,1750,61.601431665277815,46.26562788808783,12.9166278757516,30.9813515692516,48.586559238751605,74.00353931625159,400.863042625652,90.91060920569122,28.37658922259156,54.6016880951348,71.6600970501348,83.1611497776348,100.249277215135,294.548709856438,127.34573673677355,86.12830522580386,54.6016880951348,71.6600970501348,86.4343515162526,146.678464387505,516.048494327425,,1750.0,32.52983225025533,-93.47,39.49,62.483356076273054,23.25488,69.9984171296736,1750.0,,
